id_action,action,periode_budgetaire,source_financement,annee_financiere,type_depense,depense
1042.0107,"1.4.2.1d. Appuyer la réalisation de projets en efficacité énergétique et en conversion énergétique - Soutenir provisoirement les coûts d'opération pour les projets de conversion énergétique d'applications industrielles, en priorisant l’électrification","2023-2028","FECC","2026-2027","dépenses prévues",36666250
1042.0107,"1.4.2.1d. Appuyer la réalisation de projets en efficacité énergétique et en conversion énergétique - Soutenir provisoirement les coûts d'opération pour les projets de conversion énergétique d'applications industrielles, en priorisant l’électrification","2023-2028","FECC","2027-2028","dépenses prévues",36600000
1042.0109,"1.4.2.1e. Appuyer la réalisation de projets en efficacité énergétique et en conversion énergétique - Soutenir l’achat d’équipements permettant de réduire les émissions de gaz à effet de serre dans les secteurs industriel, commercial et institutionnel","2023-2028","FECC","2023-2024","dépenses prévues",5000000
1042.0109,"1.4.2.1e. Appuyer la réalisation de projets en efficacité énergétique et en conversion énergétique - Soutenir l’achat d’équipements permettant de réduire les émissions de gaz à effet de serre dans les secteurs industriel, commercial et institutionnel","2023-2028","FECC","2024-2025","dépenses prévues",5000000
1042.0109,"1.4.2.1e. Appuyer la réalisation de projets en efficacité énergétique et en conversion énergétique - Soutenir l’achat d’équipements permettant de réduire les émissions de gaz à effet de serre dans les secteurs industriel, commercial et institutionnel","2023-2028","FECC","2025-2026","dépenses prévues",15000000
1042.0109,"1.4.2.1e. Appuyer la réalisation de projets en efficacité énergétique et en conversion énergétique - Soutenir l’achat d’équipements permettant de réduire les émissions de gaz à effet de serre dans les secteurs industriel, commercial et institutionnel","2023-2028","FECC","2026-2027","dépenses prévues",25000000
1042.0109,"1.4.2.1e. Appuyer la réalisation de projets en efficacité énergétique et en conversion énergétique - Soutenir l’achat d’équipements permettant de réduire les émissions de gaz à effet de serre dans les secteurs industriel, commercial et institutionnel","2023-2028","FECC","2027-2028","dépenses prévues",25000000
1042.0111,"1.4.2.1f. Appuyer la réalisation de projets en efficacité énergétique et en conversion énergétique - Programme Bioénergies (grands émetteurs)","2023-2028","FECC","2023-2024","dépenses prévues",10000000
1042.0111,"1.4.2.1f. Appuyer la réalisation de projets en efficacité énergétique et en conversion énergétique - Programme Bioénergies (grands émetteurs)","2023-2028","FECC","2024-2025","dépenses prévues",35000000
1042.0111,"1.4.2.1f. Appuyer la réalisation de projets en efficacité énergétique et en conversion énergétique - Programme Bioénergies (grands émetteurs)","2023-2028","FECC","2025-2026","dépenses prévues",35000000
1042.0111,"1.4.2.1f. Appuyer la réalisation de projets en efficacité énergétique et en conversion énergétique - Programme Bioénergies (grands émetteurs)","2023-2028","FECC","2026-2027","dépenses prévues",40000000
1042.0111,"1.4.2.1f. Appuyer la réalisation de projets en efficacité énergétique et en conversion énergétique - Programme Bioénergies (grands émetteurs)","2023-2028","FECC","2027-2028","dépenses prévues",55000000
1042.02,"1.4.2.2. Lancer un défi GES pour les grands émetteurs industriels (appel à projets)","2023-2028","FECC","2023-2024","dépenses réelles",18250000
1042.02,"1.4.2.2. Lancer un défi GES pour les grands émetteurs industriels (appel à projets)","2023-2028","FECC","2023-2024","dépenses prévues",55000000
1042.02,"1.4.2.2. Lancer un défi GES pour les grands émetteurs industriels (appel à projets)","2023-2028","FECC","2024-2025","dépenses prévues",67450000
1042.02,"1.4.2.2. Lancer un défi GES pour les grands émetteurs industriels (appel à projets)","2023-2028","FECC","2025-2026","dépenses prévues",59950000
1042.02,"1.4.2.2. Lancer un défi GES pour les grands émetteurs industriels (appel à projets)","2023-2028","FECC","2026-2027","dépenses prévues",60000000
1042.02,"1.4.2.2. Lancer un défi GES pour les grands émetteurs industriels (appel à projets)","2023-2028","FECC","2027-2028","dépenses prévues",122500000
1051.01,"1.5.1.1. Soutenir la R-D dans le secteur industriel - Technoclimat (Grande Industrie)","2023-2028","FECC","2023-2024","dépenses réelles",10025619
1051.01,"1.5.1.1. Soutenir la R-D dans le secteur industriel - Technoclimat (Grande Industrie)","2023-2028","FECC","2023-2024","dépenses prévues",6124319
1051.01,"1.5.1.1. Soutenir la R-D dans le secteur industriel - Technoclimat (Grande Industrie)","2023-2028","FECC","2024-2025","dépenses prévues",7009354
1051.01,"1.5.1.1. Soutenir la R-D dans le secteur industriel - Technoclimat (Grande Industrie)","2023-2028","FECC","2025-2026","dépenses prévues",3694302
1051.01,"1.5.1.1. Soutenir la R-D dans le secteur industriel - Technoclimat (Grande Industrie)","2023-2028","FECC","2026-2027","dépenses prévues",4000000
1051.01,"1.5.1.1. Soutenir la R-D dans le secteur industriel - Technoclimat (Grande Industrie)","2023-2028","FECC","2027-2028","dépenses prévues",6200000
1051.02,"1.5.1.2. Soutenir la R&D et la mise à l’essai de technologies de rupture pour réduire les émissions des procédés industriels ou séquestrer chimiquement ou géologiquement le carbone","2023-2028","FECC","2023-2024","dépenses réelles",0
1051.02,"1.5.1.2. Soutenir la R&D et la mise à l’essai de technologies de rupture pour réduire les émissions des procédés industriels ou séquestrer chimiquement ou géologiquement le carbone","2023-2028","FECC","2023-2024","dépenses prévues",5000000
1051.02,"1.5.1.2. Soutenir la R&D et la mise à l’essai de technologies de rupture pour réduire les émissions des procédés industriels ou séquestrer chimiquement ou géologiquement le carbone","2023-2028","FECC","2024-2025","dépenses prévues",5000000
1051.02,"1.5.1.2. Soutenir la R&D et la mise à l’essai de technologies de rupture pour réduire les émissions des procédés industriels ou séquestrer chimiquement ou géologiquement le carbone","2023-2028","FECC","2025-2026","dépenses prévues",20000000
1051.02,"1.5.1.2. Soutenir la R&D et la mise à l’essai de technologies de rupture pour réduire les émissions des procédés industriels ou séquestrer chimiquement ou géologiquement le carbone","2023-2028","FECC","2026-2027","dépenses prévues",25000000
1051.02,"1.5.1.2. Soutenir la R&D et la mise à l’essai de technologies de rupture pour réduire les émissions des procédés industriels ou séquestrer chimiquement ou géologiquement le carbone","2023-2028","FECC","2027-2028","dépenses prévues",25000000
1061.01,"1.6.1.1. Soutenir la récupération et la valorisation de la chaleur","2023-2028","FECC","2023-2024","dépenses réelles",21519156
1061.01,"1.6.1.1. Soutenir la récupération et la valorisation de la chaleur","2023-2028","FECC","2023-2024","dépenses prévues",17022054
1061.01,"1.6.1.1. Soutenir la récupération et la valorisation de la chaleur","2023-2028","FECC","2024-2025","dépenses prévues",22030145
1061.01,"1.6.1.1. Soutenir la récupération et la valorisation de la chaleur","2023-2028","FECC","2025-2026","dépenses prévues",45301340
1061.01,"1.6.1.1. Soutenir la récupération et la valorisation de la chaleur","2023-2028","FECC","2026-2027","dépenses prévues",61676045
1061.01,"1.6.1.1. Soutenir la récupération et la valorisation de la chaleur","2023-2028","FECC","2027-2028","dépenses prévues",68441995
1062.01,"1.6.2.1. Soutenir la conversion vers l’électricité dans les bâtiments résidentiels - Chauffez vert","2023-2028","FECC","2023-2024","dépenses réelles",15767746
1062.01,"1.6.2.1. Soutenir la conversion vers l’électricité dans les bâtiments résidentiels - Chauffez vert","2023-2028","FECC","2023-2024","dépenses prévues",24296011
1062.01,"1.6.2.1. Soutenir la conversion vers l’électricité dans les bâtiments résidentiels - Chauffez vert","2023-2028","FECC","2024-2025","dépenses prévues",31792641
1062.01,"1.6.2.1. Soutenir la conversion vers l’électricité dans les bâtiments résidentiels - Chauffez vert","2023-2028","FECC","2025-2026","dépenses prévues",56000000
1062.01,"1.6.2.1. Soutenir la conversion vers l’électricité dans les bâtiments résidentiels - Chauffez vert","2023-2028","FECC","2026-2027","dépenses prévues",56000000
1062.01,"1.6.2.1. Soutenir la conversion vers l’électricité dans les bâtiments résidentiels - Chauffez vert","2023-2028","FECC","2027-2028","dépenses prévues",31816506
1062.02,"1.6.2.2. Soutenir la conversion vers l’électricité et d'autres énergies renouvelables dans les bâtiments commerciaux et institutionnels - ÉcoPerformance (Bâtiments)","2023-2028","FECC","2023-2024","dépenses réelles",12509668
1062.02,"1.6.2.2. Soutenir la conversion vers l’électricité et d'autres énergies renouvelables dans les bâtiments commerciaux et institutionnels - ÉcoPerformance (Bâtiments)","2023-2028","FECC","2023-2024","dépenses prévues",18100000
1062.02,"1.6.2.2. Soutenir la conversion vers l’électricité et d'autres énergies renouvelables dans les bâtiments commerciaux et institutionnels - ÉcoPerformance (Bâtiments)","2023-2028","FECC","2024-2025","dépenses prévues",27040013
1062.02,"1.6.2.2. Soutenir la conversion vers l’électricité et d'autres énergies renouvelables dans les bâtiments commerciaux et institutionnels - ÉcoPerformance (Bâtiments)","2023-2028","FECC","2025-2026","dépenses prévues",40000000
1062.02,"1.6.2.2. Soutenir la conversion vers l’électricité et d'autres énergies renouvelables dans les bâtiments commerciaux et institutionnels - ÉcoPerformance (Bâtiments)","2023-2028","FECC","2026-2027","dépenses prévues",40000000
1062.02,"1.6.2.2. Soutenir la conversion vers l’électricité et d'autres énergies renouvelables dans les bâtiments commerciaux et institutionnels - ÉcoPerformance (Bâtiments)","2023-2028","FECC","2027-2028","dépenses prévues",30178865
1062.03,"1.6.2.3. Soutenir la conversion du gaz naturel vers l'électricité, et la biénergie pour la gestion de la pointe","2023-2028","FECC","2023-2024","dépenses réelles",15215110
1062.03,"1.6.2.3. Soutenir la conversion du gaz naturel vers l'électricité, et la biénergie pour la gestion de la pointe","2023-2028","FECC","2023-2024","dépenses prévues",25259320
1062.03,"1.6.2.3. Soutenir la conversion du gaz naturel vers l'électricité, et la biénergie pour la gestion de la pointe","2023-2028","FECC","2024-2025","dépenses prévues",45529700
1062.03,"1.6.2.3. Soutenir la conversion du gaz naturel vers l'électricité, et la biénergie pour la gestion de la pointe","2023-2028","FECC","2025-2026","dépenses prévues",58241211
1062.03,"1.6.2.3. Soutenir la conversion du gaz naturel vers l'électricité, et la biénergie pour la gestion de la pointe","2023-2028","FECC","2026-2027","dépenses prévues",68778263
1062.03,"1.6.2.3. Soutenir la conversion du gaz naturel vers l'électricité, et la biénergie pour la gestion de la pointe","2023-2028","FECC","2027-2028","dépenses prévues",68782017
1062.04,"1.6.2.4. Mettre en place des normes et des réglementations pour réduire les émissions de GES et utiliser l'énergie plus efficacement","2023-2028","FECC","2023-2024","dépenses réelles",34456
1062.04,"1.6.2.4. Mettre en place des normes et des réglementations pour réduire les émissions de GES et utiliser l'énergie plus efficacement","2023-2028","FECC","2023-2024","dépenses prévues",1000000
1062.04,"1.6.2.4. Mettre en place des normes et des réglementations pour réduire les émissions de GES et utiliser l'énergie plus efficacement","2023-2028","FECC","2024-2025","dépenses prévues",500000
1062.04,"1.6.2.4. Mettre en place des normes et des réglementations pour réduire les émissions de GES et utiliser l'énergie plus efficacement","2023-2028","FECC","2025-2026","dépenses prévues",500000
1062.04,"1.6.2.4. Mettre en place des normes et des réglementations pour réduire les émissions de GES et utiliser l'énergie plus efficacement","2023-2028","FECC","2026-2027","dépenses prévues",500000
1062.04,"1.6.2.4. Mettre en place des normes et des réglementations pour réduire les émissions de GES et utiliser l'énergie plus efficacement","2023-2028","FECC","2027-2028","dépenses prévues",500000
1062.05,"1.6.2.5. Réaliser des projets pour améliorer la gestion de la pointe électrique","2023-2028","FECC","2023-2024","dépenses réelles",1500000
1062.05,"1.6.2.5. Réaliser des projets pour améliorer la gestion de la pointe électrique","2023-2028","FECC","2023-2024","dépenses prévues",1500000
1062.05,"1.6.2.5. Réaliser des projets pour améliorer la gestion de la pointe électrique","2023-2028","FECC","2024-2025","dépenses prévues",2000000
1062.05,"1.6.2.5. Réaliser des projets pour améliorer la gestion de la pointe électrique","2023-2028","FECC","2025-2026","dépenses prévues",2500000
1062.05,"1.6.2.5. Réaliser des projets pour améliorer la gestion de la pointe électrique","2023-2028","FECC","2026-2027","dépenses prévues",3000000
1062.05,"1.6.2.5. Réaliser des projets pour améliorer la gestion de la pointe électrique","2023-2028","FECC","2027-2028","dépenses prévues",3000000
1063.02,"1.6.3.2. Récupérer les mousses isolantes des gros électroménagers pour éviter la libération d’halocarbures","2023-2028","HORSFECC","2023-2024","dépenses réelles",12500000
1063.02,"1.6.3.2. Récupérer les mousses isolantes des gros électroménagers pour éviter la libération d’halocarbures","2023-2028","HORSFECC","2023-2024","dépenses prévues",12500000
1063.02,"1.6.3.2. Récupérer les mousses isolantes des gros électroménagers pour éviter la libération d’halocarbures","2023-2028","HORSFECC","2024-2025","dépenses prévues",11500000
1063.02,"1.6.3.2. Récupérer les mousses isolantes des gros électroménagers pour éviter la libération d’halocarbures","2023-2028","HORSFECC","2025-2026","dépenses prévues",10600000
1063.03,"1.6.3.3. Appuyer la conversion des systèmes d’halocarbures vers des alternatives moins émissives - ÉcoPerformance (Halocarbures)","2023-2028","FECC","2023-2024","dépenses réelles",2117181
1063.03,"1.6.3.3. Appuyer la conversion des systèmes d’halocarbures vers des alternatives moins émissives - ÉcoPerformance (Halocarbures)","2023-2028","FECC","2023-2024","dépenses prévues",3269819
1063.03,"1.6.3.3. Appuyer la conversion des systèmes d’halocarbures vers des alternatives moins émissives - ÉcoPerformance (Halocarbures)","2023-2028","FECC","2024-2025","dépenses prévues",8307028
1063.03,"1.6.3.3. Appuyer la conversion des systèmes d’halocarbures vers des alternatives moins émissives - ÉcoPerformance (Halocarbures)","2023-2028","FECC","2025-2026","dépenses prévues",14677231
1063.03,"1.6.3.3. Appuyer la conversion des systèmes d’halocarbures vers des alternatives moins émissives - ÉcoPerformance (Halocarbures)","2023-2028","FECC","2026-2027","dépenses prévues",6222303
1063.03,"1.6.3.3. Appuyer la conversion des systèmes d’halocarbures vers des alternatives moins émissives - ÉcoPerformance (Halocarbures)","2023-2028","FECC","2027-2028","dépenses prévues",2809636
1072.01,"1.7.2.1. Lever les barrières à l'utilisation du bois dans la construction","2023-2028","FECC","2023-2024","dépenses réelles",950000
1072.01,"1.7.2.1. Lever les barrières à l'utilisation du bois dans la construction","2023-2028","FECC","2023-2024","dépenses prévues",1250000
1072.01,"1.7.2.1. Lever les barrières à l'utilisation du bois dans la construction","2023-2028","FECC","2024-2025","dépenses prévues",1000000
1072.01,"1.7.2.1. Lever les barrières à l'utilisation du bois dans la construction","2023-2028","FECC","2025-2026","dépenses prévues",1330000
1072.01,"1.7.2.1. Lever les barrières à l'utilisation du bois dans la construction","2023-2028","FECC","2026-2027","dépenses prévues",1280000
1072.01,"1.7.2.1. Lever les barrières à l'utilisation du bois dans la construction","2023-2028","FECC","2027-2028","dépenses prévues",630000
1072.02,"1.7.2.2. Soutenir des projets de démonstration d’utilisation du bois dans la construction multirésidentielle et commerciale - Programme d'intégration du matériau bois dans la construction","2023-2028","FECC","2023-2024","dépenses réelles",3749107
1072.02,"1.7.2.2. Soutenir des projets de démonstration d’utilisation du bois dans la construction multirésidentielle et commerciale - Programme d'intégration du matériau bois dans la construction","2023-2028","FECC","2023-2024","dépenses prévues",5476000
1072.02,"1.7.2.2. Soutenir des projets de démonstration d’utilisation du bois dans la construction multirésidentielle et commerciale - Programme d'intégration du matériau bois dans la construction","2023-2028","FECC","2024-2025","dépenses prévues",4300000
1072.02,"1.7.2.2. Soutenir des projets de démonstration d’utilisation du bois dans la construction multirésidentielle et commerciale - Programme d'intégration du matériau bois dans la construction","2023-2028","FECC","2025-2026","dépenses prévues",2900000
1072.02,"1.7.2.2. Soutenir des projets de démonstration d’utilisation du bois dans la construction multirésidentielle et commerciale - Programme d'intégration du matériau bois dans la construction","2023-2028","FECC","2026-2027","dépenses prévues",2300000
1081.01,"1.8.1.1a. Accompagner les entreprises bioalimentaires dans l'intégration des enjeux climatiques - Programme d’appui à la lutte contre les changements climatiques dans le secteur bioalimentaire","2023-2028","FECC","2023-2024","dépenses réelles",908244
1081.01,"1.8.1.1a. Accompagner les entreprises bioalimentaires dans l'intégration des enjeux climatiques - Programme d’appui à la lutte contre les changements climatiques dans le secteur bioalimentaire","2023-2028","FECC","2023-2024","dépenses prévues",1800000
1081.01,"1.8.1.1a. Accompagner les entreprises bioalimentaires dans l'intégration des enjeux climatiques - Programme d’appui à la lutte contre les changements climatiques dans le secteur bioalimentaire","2023-2028","FECC","2024-2025","dépenses prévues",5800000
1081.01,"1.8.1.1a. Accompagner les entreprises bioalimentaires dans l'intégration des enjeux climatiques - Programme d’appui à la lutte contre les changements climatiques dans le secteur bioalimentaire","2023-2028","FECC","2025-2026","dépenses prévues",5900000
1081.01,"1.8.1.1a. Accompagner les entreprises bioalimentaires dans l'intégration des enjeux climatiques - Programme d’appui à la lutte contre les changements climatiques dans le secteur bioalimentaire","2023-2028","FECC","2026-2027","dépenses prévues",5900000
1081.0103,"1.8.1.1b. Accompagner les entreprises bioalimentaires dans l'intégration des enjeux climatiques - Secteur de la transformation alimentaire","2023-2028","FECC","2023-2024","dépenses réelles",1200000
1081.0103,"1.8.1.1b. Accompagner les entreprises bioalimentaires dans l'intégration des enjeux climatiques - Secteur de la transformation alimentaire","2023-2028","FECC","2023-2024","dépenses prévues",1200000
1081.0103,"1.8.1.1b. Accompagner les entreprises bioalimentaires dans l'intégration des enjeux climatiques - Secteur de la transformation alimentaire","2023-2028","FECC","2024-2025","dépenses prévues",1200000
1081.0103,"1.8.1.1b. Accompagner les entreprises bioalimentaires dans l'intégration des enjeux climatiques - Secteur de la transformation alimentaire","2023-2028","FECC","2025-2026","dépenses prévues",1200000
1082.01,"1.8.2.1. Déployer des interventions structurées pour optimiser la fertilisation azotée dans les cultures","2023-2028","FECC","2023-2024","dépenses réelles",887977
1082.01,"1.8.2.1. Déployer des interventions structurées pour optimiser la fertilisation azotée dans les cultures","2023-2028","FECC","2023-2024","dépenses prévues",1500000
1082.01,"1.8.2.1. Déployer des interventions structurées pour optimiser la fertilisation azotée dans les cultures","2023-2028","FECC","2024-2025","dépenses prévues",1000000
1082.01,"1.8.2.1. Déployer des interventions structurées pour optimiser la fertilisation azotée dans les cultures","2023-2028","FECC","2025-2026","dépenses prévues",2000000
1082.01,"1.8.2.1. Déployer des interventions structurées pour optimiser la fertilisation azotée dans les cultures","2023-2028","FECC","2026-2027","dépenses prévues",1800000
1083.01,"1.8.3.1. Développer, opérationnaliser et élargir les pratiques et les technologies qui réduisent les émissions de méthane des élevages","2023-2028","FECC","2023-2024","dépenses réelles",2012135
1083.01,"1.8.3.1. Développer, opérationnaliser et élargir les pratiques et les technologies qui réduisent les émissions de méthane des élevages","2023-2028","FECC","2023-2024","dépenses prévues",2620000
1083.01,"1.8.3.1. Développer, opérationnaliser et élargir les pratiques et les technologies qui réduisent les émissions de méthane des élevages","2023-2028","FECC","2024-2025","dépenses prévues",2440000
1083.01,"1.8.3.1. Développer, opérationnaliser et élargir les pratiques et les technologies qui réduisent les émissions de méthane des élevages","2023-2028","FECC","2025-2026","dépenses prévues",2200000
1083.01,"1.8.3.1. Développer, opérationnaliser et élargir les pratiques et les technologies qui réduisent les émissions de méthane des élevages","2023-2028","FECC","2026-2027","dépenses prévues",1460000
1083.01,"1.8.3.1. Développer, opérationnaliser et élargir les pratiques et les technologies qui réduisent les émissions de méthane des élevages","2023-2028","FECC","2027-2028","dépenses prévues",720000
1084.01,"1.8.4.1. Appuyer l'extension du réseau triphasé","2023-2028","FECC","2023-2024","dépenses réelles",1217950
1084.01,"1.8.4.1. Appuyer l'extension du réseau triphasé","2023-2028","FECC","2023-2024","dépenses prévues",1000000
1084.01,"1.8.4.1. Appuyer l'extension du réseau triphasé","2023-2028","FECC","2024-2025","dépenses prévues",4000000
1084.01,"1.8.4.1. Appuyer l'extension du réseau triphasé","2023-2028","FECC","2025-2026","dépenses prévues",4000000
1084.01,"1.8.4.1. Appuyer l'extension du réseau triphasé","2023-2028","HORSFECC","2023-2024","dépenses réelles",0
1084.01,"1.8.4.1. Appuyer l'extension du réseau triphasé","2023-2028","HORSFECC","2023-2024","dépenses prévues",4700000
1091.01,"1.9.1.1. Appuyer le chantier de réduction du gaspillage alimentaire en évaluant les réductions d’émissions de GES qui en découlent et les réductions additionnelles potentielles","2023-2028","FECC","2023-2024","dépenses prévues",2200000
1091.01,"1.9.1.1. Appuyer le chantier de réduction du gaspillage alimentaire en évaluant les réductions d’émissions de GES qui en découlent et les réductions additionnelles potentielles","2023-2028","FECC","2024-2025","dépenses prévues",2700000
1091.01,"1.9.1.1. Appuyer le chantier de réduction du gaspillage alimentaire en évaluant les réductions d’émissions de GES qui en découlent et les réductions additionnelles potentielles","2023-2028","FECC","2025-2026","dépenses prévues",2700000
1091.01,"1.9.1.1. Appuyer le chantier de réduction du gaspillage alimentaire en évaluant les réductions d’émissions de GES qui en découlent et les réductions additionnelles potentielles","2023-2028","FECC","2026-2027","dépenses prévues",3200000
1091.01,"1.9.1.1. Appuyer le chantier de réduction du gaspillage alimentaire en évaluant les réductions d’émissions de GES qui en découlent et les réductions additionnelles potentielles","2023-2028","FECC","2027-2028","dépenses prévues",2700000
1092.01,"1.9.2.1. Optimiser la gestion des matières organiques des industries, commerces et institutions","2023-2028","FECC","2023-2024","dépenses réelles",5000000
1092.01,"1.9.2.1. Optimiser la gestion des matières organiques des industries, commerces et institutions","2023-2028","FECC","2023-2024","dépenses prévues",5000000
1092.01,"1.9.2.1. Optimiser la gestion des matières organiques des industries, commerces et institutions","2023-2028","FECC","2024-2025","dépenses prévues",5000000
1092.01,"1.9.2.1. Optimiser la gestion des matières organiques des industries, commerces et institutions","2023-2028","HORSFECC","2023-2024","dépenses réelles",2000000
1092.01,"1.9.2.1. Optimiser la gestion des matières organiques des industries, commerces et institutions","2023-2028","HORSFECC","2023-2024","dépenses prévues",2000000
1092.02,"1.9.2.2. Valoriser la matière organique collectée en appuyant la construction d'installations de compostage et de biométhanisation","2023-2028","FECC","2025-2026","dépenses prévues",10000000
1092.02,"1.9.2.2. Valoriser la matière organique collectée en appuyant la construction d'installations de compostage et de biométhanisation","2023-2028","FECC","2026-2027","dépenses prévues",40000000
1092.02,"1.9.2.2. Valoriser la matière organique collectée en appuyant la construction d'installations de compostage et de biométhanisation","2023-2028","FECC","2027-2028","dépenses prévues",10000000
1101.01,"1.10.1.1. Accompagner les communautés hors réseau dans la planification et la mise en œuvre de projets d’énergie renouvelable","2023-2028","FECC","2023-2024","dépenses réelles",158038633
1101.01,"1.10.1.1. Accompagner les communautés hors réseau dans la planification et la mise en œuvre de projets d’énergie renouvelable","2023-2028","FECC","2023-2024","dépenses prévues",160166707
1101.01,"1.10.1.1. Accompagner les communautés hors réseau dans la planification et la mise en œuvre de projets d’énergie renouvelable","2023-2028","FECC","2024-2025","dépenses prévues",14000000
1101.01,"1.10.1.1. Accompagner les communautés hors réseau dans la planification et la mise en œuvre de projets d’énergie renouvelable","2023-2028","FECC","2025-2026","dépenses prévues",42000000
1101.01,"1.10.1.1. Accompagner les communautés hors réseau dans la planification et la mise en œuvre de projets d’énergie renouvelable","2023-2028","FECC","2026-2027","dépenses prévues",26500000
1101.01,"1.10.1.1. Accompagner les communautés hors réseau dans la planification et la mise en œuvre de projets d’énergie renouvelable","2023-2028","FECC","2027-2028","dépenses prévues",42625000
1101.01,"1.10.1.1. Accompagner les communautés hors réseau dans la planification et la mise en œuvre de projets d’énergie renouvelable","2023-2028","HORSFECC","2023-2024","dépenses réelles",4600000
1101.01,"1.10.1.1. Accompagner les communautés hors réseau dans la planification et la mise en œuvre de projets d’énergie renouvelable","2023-2028","HORSFECC","2023-2024","dépenses prévues",5000000
1101.01,"1.10.1.1. Accompagner les communautés hors réseau dans la planification et la mise en œuvre de projets d’énergie renouvelable","2023-2028","HORSFECC","2024-2025","dépenses prévues",5000000
1101.01,"1.10.1.1. Accompagner les communautés hors réseau dans la planification et la mise en œuvre de projets d’énergie renouvelable","2023-2028","HORSFECC","2025-2026","dépenses prévues",5000000
1111.01,"1.11.1.1. Outiller le gouvernement et le monde municipal pour conserver les réservoirs de carbone prioritaires","2023-2028","FECC","2023-2024","dépenses réelles",566773
1111.01,"1.11.1.1. Outiller le gouvernement et le monde municipal pour conserver les réservoirs de carbone prioritaires","2023-2028","FECC","2023-2024","dépenses prévues",950441
1111.01,"1.11.1.1. Outiller le gouvernement et le monde municipal pour conserver les réservoirs de carbone prioritaires","2023-2028","FECC","2024-2025","dépenses prévues",375441
1111.01,"1.11.1.1. Outiller le gouvernement et le monde municipal pour conserver les réservoirs de carbone prioritaires","2023-2028","FECC","2025-2026","dépenses prévues",475441
1111.01,"1.11.1.1. Outiller le gouvernement et le monde municipal pour conserver les réservoirs de carbone prioritaires","2023-2028","FECC","2026-2027","dépenses prévues",275441
1111.01,"1.11.1.1. Outiller le gouvernement et le monde municipal pour conserver les réservoirs de carbone prioritaires","2023-2028","FECC","2027-2028","dépenses prévues",75441
1121.0101,"1.12.1.1. Boiser et reboiser en forêts publiques et privées pour atténuer les changements climatiques","2023-2028","FECC","2023-2024","dépenses réelles",1277120
1121.0101,"1.12.1.1. Boiser et reboiser en forêts publiques et privées pour atténuer les changements climatiques","2023-2028","FECC","2023-2024","dépenses prévues",3376927
1121.0101,"1.12.1.1. Boiser et reboiser en forêts publiques et privées pour atténuer les changements climatiques","2023-2028","FECC","2024-2025","dépenses prévues",1098782
1121.0101,"1.12.1.1. Boiser et reboiser en forêts publiques et privées pour atténuer les changements climatiques","2023-2028","FECC","2025-2026","dépenses prévues",863067
1121.0101,"1.12.1.1. Boiser et reboiser en forêts publiques et privées pour atténuer les changements climatiques","2023-2028","HORSFECC","2023-2024","dépenses réelles",14144976
1121.0101,"1.12.1.1. Boiser et reboiser en forêts publiques et privées pour atténuer les changements climatiques","2023-2028","HORSFECC","2023-2024","dépenses prévues",15200000
1121.0101,"1.12.1.1. Boiser et reboiser en forêts publiques et privées pour atténuer les changements climatiques","2023-2028","HORSFECC","2024-2025","dépenses prévues",14400000
1121.0101,"1.12.1.1. Boiser et reboiser en forêts publiques et privées pour atténuer les changements climatiques","2023-2028","HORSFECC","2025-2026","dépenses prévues",14400000
1131.0101,"1.13.1.1a. Appuyer le développement des connaissances sur le potentiel de contribution du secteur forestier et des milieux naturels à l’atténuation des changements climatiques  - milieux humides","2023-2028","FECC","2023-2024","dépenses réelles",906667
1131.0101,"1.13.1.1a. Appuyer le développement des connaissances sur le potentiel de contribution du secteur forestier et des milieux naturels à l’atténuation des changements climatiques  - milieux humides","2023-2028","FECC","2023-2024","dépenses prévues",906667
1131.0101,"1.13.1.1a. Appuyer le développement des connaissances sur le potentiel de contribution du secteur forestier et des milieux naturels à l’atténuation des changements climatiques  - milieux humides","2023-2028","FECC","2024-2025","dépenses prévues",906667
1131.0101,"1.13.1.1a. Appuyer le développement des connaissances sur le potentiel de contribution du secteur forestier et des milieux naturels à l’atténuation des changements climatiques  - milieux humides","2023-2028","FECC","2025-2026","dépenses prévues",500000
1131.0101,"1.13.1.1a. Appuyer le développement des connaissances sur le potentiel de contribution du secteur forestier et des milieux naturels à l’atténuation des changements climatiques  - milieux humides","2023-2028","FECC","2026-2027","dépenses prévues",680000
1131.0101,"1.13.1.1a. Appuyer le développement des connaissances sur le potentiel de contribution du secteur forestier et des milieux naturels à l’atténuation des changements climatiques  - milieux humides","2023-2028","FECC","2027-2028","dépenses prévues",580000
1131.0105,"1.13.1.1b. Appuyer le développement des connaissances sur le potentiel de contribution du secteur forestier et des milieux naturels à l’atténuation des changements climatiques  - forêts","2023-2028","FECC","2023-2024","dépenses réelles",274945
1131.0105,"1.13.1.1b. Appuyer le développement des connaissances sur le potentiel de contribution du secteur forestier et des milieux naturels à l’atténuation des changements climatiques  - forêts","2023-2028","FECC","2023-2024","dépenses prévues",251945
1131.0105,"1.13.1.1b. Appuyer le développement des connaissances sur le potentiel de contribution du secteur forestier et des milieux naturels à l’atténuation des changements climatiques  - forêts","2023-2028","FECC","2024-2025","dépenses prévues",100000
1131.0105,"1.13.1.1b. Appuyer le développement des connaissances sur le potentiel de contribution du secteur forestier et des milieux naturels à l’atténuation des changements climatiques  - forêts","2023-2028","FECC","2025-2026","dépenses prévues",100000
