id_action,action,periode_budgetaire,source_financement,annee_financiere,type_depense,depense
1131.0105,"1.13.1.1b. Appuyer le développement des connaissances sur le potentiel de contribution du secteur forestier et des milieux naturels à l’atténuation des changements climatiques  - forêts","2023-2028","FECC","2026-2027","dépenses prévues",100000
1131.0105,"1.13.1.1b. Appuyer le développement des connaissances sur le potentiel de contribution du secteur forestier et des milieux naturels à l’atténuation des changements climatiques  - forêts","2023-2028","HORSFECC","2023-2024","dépenses réelles",2357036
1131.0105,"1.13.1.1b. Appuyer le développement des connaissances sur le potentiel de contribution du secteur forestier et des milieux naturels à l’atténuation des changements climatiques  - forêts","2023-2028","HORSFECC","2023-2024","dépenses prévues",2900000
1131.0105,"1.13.1.1b. Appuyer le développement des connaissances sur le potentiel de contribution du secteur forestier et des milieux naturels à l’atténuation des changements climatiques  - forêts","2023-2028","HORSFECC","2024-2025","dépenses prévues",2900000
1131.0105,"1.13.1.1b. Appuyer le développement des connaissances sur le potentiel de contribution du secteur forestier et des milieux naturels à l’atténuation des changements climatiques  - forêts","2023-2028","HORSFECC","2025-2026","dépenses prévues",3000000
2011.01,"2.1.1.1a. Favoriser le développement de produits innovants dans l’industrie des véhicules électriques - Soutien stratégique à des entreprises","2023-2028","FECC","2023-2024","dépenses réelles",506400
2011.01,"2.1.1.1a. Favoriser le développement de produits innovants dans l’industrie des véhicules électriques - Soutien stratégique à des entreprises","2023-2028","FECC","2024-2025","dépenses prévues",1200000
2011.01,"2.1.1.1a. Favoriser le développement de produits innovants dans l’industrie des véhicules électriques - Soutien stratégique à des entreprises","2023-2028","FECC","2026-2027","dépenses prévues",750000
2011.01,"2.1.1.1a. Favoriser le développement de produits innovants dans l’industrie des véhicules électriques - Soutien stratégique à des entreprises","2023-2028","HORSFECC","2023-2024","dépenses réelles",5352099
2011.0105,"2.1.1.1c. Favoriser le développement de produits innovants dans l'industrie des véhicules électriques - Projets mobilisateurs","2023-2028","HORSFECC","2023-2024","dépenses prévues",6000000
2011.0105,"2.1.1.1c. Favoriser le développement de produits innovants dans l'industrie des véhicules électriques - Projets mobilisateurs","2023-2028","HORSFECC","2024-2025","dépenses prévues",6000000
2011.0105,"2.1.1.1c. Favoriser le développement de produits innovants dans l'industrie des véhicules électriques - Projets mobilisateurs","2023-2028","HORSFECC","2025-2026","dépenses prévues",6000000
2011.0107,"2.1.1.1d. Soutenir les manufacturiers de bornes de recharge afin de développer des requis de cybersécurité et favoriser la gestion de l’énergie","2023-2028","FECC","2023-2024","dépenses prévues",2400000
2011.0107,"2.1.1.1d. Soutenir les manufacturiers de bornes de recharge afin de développer des requis de cybersécurité et favoriser la gestion de l’énergie","2023-2028","FECC","2024-2025","dépenses prévues",500000
2011.0107,"2.1.1.1d. Soutenir les manufacturiers de bornes de recharge afin de développer des requis de cybersécurité et favoriser la gestion de l’énergie","2023-2028","FECC","2025-2026","dépenses prévues",1000000
2011.0107,"2.1.1.1d. Soutenir les manufacturiers de bornes de recharge afin de développer des requis de cybersécurité et favoriser la gestion de l’énergie","2023-2028","FECC","2026-2027","dépenses prévues",1000000
2011.0107,"2.1.1.1d. Soutenir les manufacturiers de bornes de recharge afin de développer des requis de cybersécurité et favoriser la gestion de l’énergie","2023-2028","FECC","2027-2028","dépenses prévues",1000000
2011.02,"2.1.1.2a. Appuyer le développement d’une filière de recyclage de batteries - Projets d'implantation","2023-2028","FECC","2023-2024","dépenses réelles",457632
2011.02,"2.1.1.2a. Appuyer le développement d’une filière de recyclage de batteries - Projets d'implantation","2023-2028","FECC","2025-2026","dépenses prévues",750000
2011.02,"2.1.1.2a. Appuyer le développement d’une filière de recyclage de batteries - Projets d'implantation","2023-2028","HORSFECC","2023-2024","dépenses réelles",19125
2011.0203,"2.1.1.2b. Appuyer le développement d’une filière de recyclage de batteries - Projets mobilisateurs en innovation","2023-2028","HORSFECC","2023-2024","dépenses prévues",4000000
2011.0203,"2.1.1.2b. Appuyer le développement d’une filière de recyclage de batteries - Projets mobilisateurs en innovation","2023-2028","HORSFECC","2024-2025","dépenses prévues",4000000
2011.0203,"2.1.1.2b. Appuyer le développement d’une filière de recyclage de batteries - Projets mobilisateurs en innovation","2023-2028","HORSFECC","2025-2026","dépenses prévues",4000000
2011.03,"2.1.1.3. Appuyer la réalisation de projets collaboratifs industrie-milieu de la recherche en électrification des transports","2023-2028","FECC","2023-2024","dépenses réelles",10500000
2011.03,"2.1.1.3. Appuyer la réalisation de projets collaboratifs industrie-milieu de la recherche en électrification des transports","2023-2028","FECC","2023-2024","dépenses prévues",10500000
2011.03,"2.1.1.3. Appuyer la réalisation de projets collaboratifs industrie-milieu de la recherche en électrification des transports","2023-2028","FECC","2024-2025","dépenses prévues",2500000
2011.03,"2.1.1.3. Appuyer la réalisation de projets collaboratifs industrie-milieu de la recherche en électrification des transports","2023-2028","FECC","2025-2026","dépenses prévues",2500000
2011.0403,"2.1.1.4b.  Développer des outils d'aide à la décision pour identifier les secteurs à prioriser - Stratégie H2 Vert & Bioénergies","2023-2028","FECC","2023-2024","dépenses prévues",100000
2011.0601,"2.1.1.6. Soutenir la production et la distribution de gaz naturel renouvelable","2023-2028","FECC","2023-2024","dépenses réelles",27925662
2011.0601,"2.1.1.6. Soutenir la production et la distribution de gaz naturel renouvelable","2023-2028","FECC","2023-2024","dépenses prévues",46000000
2011.0601,"2.1.1.6. Soutenir la production et la distribution de gaz naturel renouvelable","2023-2028","FECC","2024-2025","dépenses prévues",42000000
2011.0601,"2.1.1.6. Soutenir la production et la distribution de gaz naturel renouvelable","2023-2028","FECC","2025-2026","dépenses prévues",40000000
2011.0601,"2.1.1.6. Soutenir la production et la distribution de gaz naturel renouvelable","2023-2028","FECC","2026-2027","dépenses prévues",40000000
2011.0601,"2.1.1.6. Soutenir la production et la distribution de gaz naturel renouvelable","2023-2028","FECC","2027-2028","dépenses prévues",40000000
2011.0701,"2.1.1.7a. Soutenir l'innovation dans le domaine des bioénergies - Technoclimat (Bioénergie)","2023-2028","FECC","2023-2024","dépenses réelles",7999120
2011.0701,"2.1.1.7a. Soutenir l'innovation dans le domaine des bioénergies - Technoclimat (Bioénergie)","2023-2028","FECC","2023-2024","dépenses prévues",3000000
2011.0701,"2.1.1.7a. Soutenir l'innovation dans le domaine des bioénergies - Technoclimat (Bioénergie)","2023-2028","FECC","2024-2025","dépenses prévues",9597076
2011.0701,"2.1.1.7a. Soutenir l'innovation dans le domaine des bioénergies - Technoclimat (Bioénergie)","2023-2028","FECC","2025-2026","dépenses prévues",19500000
2011.0701,"2.1.1.7a. Soutenir l'innovation dans le domaine des bioénergies - Technoclimat (Bioénergie)","2023-2028","FECC","2026-2027","dépenses prévues",9000000
2011.0701,"2.1.1.7a. Soutenir l'innovation dans le domaine des bioénergies - Technoclimat (Bioénergie)","2023-2028","FECC","2027-2028","dépenses prévues",9800000
2011.0703,"2.1.1.7b. Soutenir l'innovation dans le domaine des bioénergies (Stratégie H2 et bioénergies)","2023-2028","FECC","2023-2024","dépenses prévues",800000
2011.0703,"2.1.1.7b. Soutenir l'innovation dans le domaine des bioénergies (Stratégie H2 et bioénergies)","2023-2028","FECC","2024-2025","dépenses prévues",800000
2011.0703,"2.1.1.7b. Soutenir l'innovation dans le domaine des bioénergies (Stratégie H2 et bioénergies)","2023-2028","FECC","2025-2026","dépenses prévues",800000
2011.0703,"2.1.1.7b. Soutenir l'innovation dans le domaine des bioénergies (Stratégie H2 et bioénergies)","2023-2028","FECC","2026-2027","dépenses prévues",2000000
2011.0705,"2.1.1.7c. Soutenir l'innovation dans le domaine des bioénergies - Innovation - bioénergies- biomasse forestière résiduelle","2023-2028","HORSFECC","2023-2024","dépenses réelles",24500
2011.0705,"2.1.1.7c. Soutenir l'innovation dans le domaine des bioénergies - Innovation - bioénergies- biomasse forestière résiduelle","2023-2028","HORSFECC","2023-2024","dépenses prévues",300000
2011.0705,"2.1.1.7c. Soutenir l'innovation dans le domaine des bioénergies - Innovation - bioénergies- biomasse forestière résiduelle","2023-2028","HORSFECC","2024-2025","dépenses prévues",300000
2011.0705,"2.1.1.7c. Soutenir l'innovation dans le domaine des bioénergies - Innovation - bioénergies- biomasse forestière résiduelle","2023-2028","HORSFECC","2025-2026","dépenses prévues",200000
2011.08,"2.1.1.8. Soutenir l’innovation dans la filière de l’hydrogène vert - Technoclimat (Hydrogène)","2023-2028","FECC","2024-2025","dépenses prévues",3000000
2011.08,"2.1.1.8. Soutenir l’innovation dans la filière de l’hydrogène vert - Technoclimat (Hydrogène)","2023-2028","FECC","2025-2026","dépenses prévues",5000000
2011.08,"2.1.1.8. Soutenir l’innovation dans la filière de l’hydrogène vert - Technoclimat (Hydrogène)","2023-2028","HORSFECC","2023-2024","dépenses réelles",92628
2011.08,"2.1.1.8. Soutenir l’innovation dans la filière de l’hydrogène vert - Technoclimat (Hydrogène)","2023-2028","HORSFECC","2023-2024","dépenses prévues",3000000
2011.08,"2.1.1.8. Soutenir l’innovation dans la filière de l’hydrogène vert - Technoclimat (Hydrogène)","2023-2028","HORSFECC","2024-2025","dépenses prévues",3000000
2011.08,"2.1.1.8. Soutenir l’innovation dans la filière de l’hydrogène vert - Technoclimat (Hydrogène)","2023-2028","HORSFECC","2025-2026","dépenses prévues",3000000
2021.03,"2.2.1.3. Favoriser l'adoption des pratiques de soutien financier durable","2023-2028","FECC","2023-2024","dépenses réelles",200000
2021.03,"2.2.1.3. Favoriser l'adoption des pratiques de soutien financier durable","2023-2028","FECC","2023-2024","dépenses prévues",200000
2021.03,"2.2.1.3. Favoriser l'adoption des pratiques de soutien financier durable","2023-2028","FECC","2024-2025","dépenses prévues",250000
2031.01,"2.3.1.1a. Appuyer l’émergence de technologies de réduction d'émissions de GES tout au long de la chaîne d’innovation - Technoclimat","2023-2028","FECC","2023-2024","dépenses réelles",10737246
2031.01,"2.3.1.1a. Appuyer l’émergence de technologies de réduction d'émissions de GES tout au long de la chaîne d’innovation - Technoclimat","2023-2028","FECC","2023-2024","dépenses prévues",14634638
2031.01,"2.3.1.1a. Appuyer l’émergence de technologies de réduction d'émissions de GES tout au long de la chaîne d’innovation - Technoclimat","2023-2028","FECC","2024-2025","dépenses prévues",18200064
2031.01,"2.3.1.1a. Appuyer l’émergence de technologies de réduction d'émissions de GES tout au long de la chaîne d’innovation - Technoclimat","2023-2028","FECC","2025-2026","dépenses prévues",18000000
2031.01,"2.3.1.1a. Appuyer l’émergence de technologies de réduction d'émissions de GES tout au long de la chaîne d’innovation - Technoclimat","2023-2028","FECC","2026-2027","dépenses prévues",18000000
2031.01,"2.3.1.1a. Appuyer l’émergence de technologies de réduction d'émissions de GES tout au long de la chaîne d’innovation - Technoclimat","2023-2028","FECC","2027-2028","dépenses prévues",18000000
2031.0103,"2.3.1.1b. Appuyer l’émergence de technologies de réduction d'émissions de GES tout au long de la chaîne d’innovation - Soutien aux entreprises en amorçage  - Cycle Momentum","2023-2028","FECC","2023-2024","dépenses réelles",5075000
2031.0103,"2.3.1.1b.  Appuyer l’émergence de technologies de réduction d'émissions de GES tout au long de la chaîne d’innovation - Soutien aux entreprises en amorçage  - Cycle Momentum","2023-2028","FECC","2023-2024","dépenses prévues",2010000
2031.0103,"2.3.1.1b.  Appuyer l’émergence de technologies de réduction d'émissions de GES tout au long de la chaîne d’innovation - Soutien aux entreprises en amorçage  - Cycle Momentum","2023-2028","FECC","2024-2025","dépenses prévues",4545000
2031.0103,"2.3.1.1b.  Appuyer l’émergence de technologies de réduction d'émissions de GES tout au long de la chaîne d’innovation - Soutien aux entreprises en amorçage  - Cycle Momentum","2023-2028","FECC","2025-2026","dépenses prévues",4830000
2031.0103,"2.3.1.1b.  Appuyer l’émergence de technologies de réduction d'émissions de GES tout au long de la chaîne d’innovation - Soutien aux entreprises en amorçage  - Cycle Momentum","2023-2028","FECC","2026-2027","dépenses prévues",4980000
2031.0103,"2.3.1.1b.  Appuyer l’émergence de technologies de réduction d'émissions de GES tout au long de la chaîne d’innovation - Soutien aux entreprises en amorçage  - Cycle Momentum","2023-2028","FECC","2027-2028","dépenses prévues",6135000
2031.0105,"2.3.1.1c. Appuyer l’émergence de technologies de réduction d'émissions de GES tout au long de la chaîne d’innovation - Appui à la commercialisation - C3E","2023-2028","FECC","2023-2024","dépenses réelles",1130000
2031.0105,"2.3.1.1c. Appuyer l’émergence de technologies de réduction d'émissions de GES tout au long de la chaîne d’innovation - Appui à la commercialisation - C3E","2023-2028","FECC","2023-2024","dépenses prévues",1130000
2031.0105,"2.3.1.1c. Appuyer l’émergence de technologies de réduction d'émissions de GES tout au long de la chaîne d’innovation - Appui à la commercialisation - C3E","2023-2028","FECC","2024-2025","dépenses prévues",1130000
2031.0105,"2.3.1.1c. Appuyer l’émergence de technologies de réduction d'émissions de GES tout au long de la chaîne d’innovation - Appui à la commercialisation - C3E","2023-2028","FECC","2025-2026","dépenses prévues",1240000
2031.02,"2.3.1.2. Appuyer la réalisation de projets collaboratifs industrie-milieu de la recherche en réduction des émissions de GES","2023-2028","FECC","2025-2026","dépenses prévues",2500000
2031.02,"2.3.1.2. Appuyer la réalisation de projets collaboratifs industrie-milieu de la recherche en réduction des émissions de GES","2023-2028","FECC","2026-2027","dépenses prévues",2500000
2032.02,"2.3.2.2. Identifier les formes de financement innovant les plus porteuses et en soutenir l’émergence","2023-2028","FECC","2023-2024","dépenses réelles",843200
2032.02,"2.3.2.2. Identifier les formes de financement innovant les plus porteuses et en soutenir l’émergence","2023-2028","FECC","2023-2024","dépenses prévues",3000000
2032.02,"2.3.2.2. Identifier les formes de financement innovant les plus porteuses et en soutenir l’émergence","2023-2028","FECC","2024-2025","dépenses prévues",4000000
2032.02,"2.3.2.2. Identifier les formes de financement innovant les plus porteuses et en soutenir l’émergence","2023-2028","FECC","2025-2026","dépenses prévues",4000000
2032.02,"2.3.2.2. Identifier les formes de financement innovant les plus porteuses et en soutenir l’émergence","2023-2028","FECC","2026-2027","dépenses prévues",4000000
2032.02,"2.3.2.2. Identifier les formes de financement innovant les plus porteuses et en soutenir l’émergence","2023-2028","FECC","2027-2028","dépenses prévues",4000000
2041.01,"2.4.1.1. Suivre et anticiper l’évolution des besoins du marché dans un contexte d’accélération des changements climatiques et de la transition","2023-2028","FECC","2023-2024","dépenses prévues",100000
2041.01,"2.4.1.1. Suivre et anticiper l’évolution des besoins du marché dans un contexte d’accélération des changements climatiques et de la transition","2023-2028","FECC","2024-2025","dépenses prévues",100000
2041.01,"2.4.1.1. Suivre et anticiper l’évolution des besoins du marché dans un contexte d’accélération des changements climatiques et de la transition","2023-2028","FECC","2025-2026","dépenses prévues",2100000
2041.01,"2.4.1.1. Suivre et anticiper l’évolution des besoins du marché dans un contexte d’accélération des changements climatiques et de la transition","2023-2028","FECC","2026-2027","dépenses prévues",3100000
2041.01,"2.4.1.1. Suivre et anticiper l’évolution des besoins du marché dans un contexte d’accélération des changements climatiques et de la transition","2023-2028","FECC","2027-2028","dépenses prévues",3000000
2041.0201,"2.4.1.2a. Intégrer à la formation professionnelle,  technique, universitaire et continue les programmes et les connaissances  nécessaires à la transition climatique - BRACE","2023-2028","FECC","2023-2024","dépenses réelles",418307
2041.0201,"2.4.1.2a. Intégrer à la formation professionnelle,  technique, universitaire et continue les programmes et les connaissances  nécessaires à la transition climatique - BRACE","2023-2028","FECC","2023-2024","dépenses prévues",600000
2041.0201,"2.4.1.2a. Intégrer à la formation professionnelle,  technique, universitaire et continue les programmes et les connaissances  nécessaires à la transition climatique - BRACE","2023-2028","FECC","2024-2025","dépenses prévues",600000
2041.0201,"2.4.1.2a. Intégrer à la formation professionnelle,  technique, universitaire et continue les programmes et les connaissances  nécessaires à la transition climatique - BRACE","2023-2028","FECC","2025-2026","dépenses prévues",800000
2041.0201,"2.4.1.2a. Intégrer à la formation professionnelle,  technique, universitaire et continue les programmes et les connaissances  nécessaires à la transition climatique - BRACE","2023-2028","FECC","2026-2027","dépenses prévues",800000
2041.0201,"2.4.1.2a. Intégrer à la formation professionnelle,  technique, universitaire et continue les programmes et les connaissances  nécessaires à la transition climatique - BRACE","2023-2028","FECC","2027-2028","dépenses prévues",800000
2041.0203,"2.4.1.2b. Intégrer à la formation professionnelle, technique, universitaire et continue les programmes et les connaissances  nécessaires à la transition climatique - Milieu municipal","2023-2028","FECC","2023-2024","dépenses réelles",83818
2041.0203,"2.4.1.2b. Intégrer à la formation professionnelle, technique, universitaire et continue les programmes et les connaissances  nécessaires à la transition climatique - Milieu municipal","2023-2028","FECC","2023-2024","dépenses prévues",83818
2041.0203,"2.4.1.2b. Intégrer à la formation professionnelle, technique, universitaire et continue les programmes et les connaissances  nécessaires à la transition climatique - Milieu municipal","2023-2028","FECC","2024-2025","dépenses prévues",294467
2041.0203,"2.4.1.2b. Intégrer à la formation professionnelle, technique, universitaire et continue les programmes et les connaissances  nécessaires à la transition climatique - Milieu municipal","2023-2028","FECC","2026-2027","dépenses prévues",201650
2041.0205,"2.4.1.2c. Intégrer à la formation professionnelle,  technique, universitaire et continue les programmes et les connaissances  nécessaires à la transition climatique - LCC Générale","2023-2028","FECC","2023-2024","dépenses réelles",69900
2041.0205,"2.4.1.2c. Intégrer à la formation professionnelle,  technique, universitaire et continue les programmes et les connaissances  nécessaires à la transition climatique - LCC Générale","2023-2028","FECC","2023-2024","dépenses prévues",300000
2041.0205,"2.4.1.2c. Intégrer à la formation professionnelle,  technique, universitaire et continue les programmes et les connaissances  nécessaires à la transition climatique - LCC Générale","2023-2028","FECC","2024-2025","dépenses prévues",1700000
2041.0205,"2.4.1.2c. Intégrer à la formation professionnelle,  technique, universitaire et continue les programmes et les connaissances  nécessaires à la transition climatique - LCC Générale","2023-2028","FECC","2025-2026","dépenses prévues",1700000
2041.0205,"2.4.1.2c. Intégrer à la formation professionnelle,  technique, universitaire et continue les programmes et les connaissances  nécessaires à la transition climatique - LCC Générale","2023-2028","FECC","2026-2027","dépenses prévues",1700000
2041.0205,"2.4.1.2c. Intégrer à la formation professionnelle,  technique, universitaire et continue les programmes et les connaissances  nécessaires à la transition climatique - LCC Générale","2023-2028","FECC","2027-2028","dépenses prévues",1700000
2041.0207,"2.4.1.2d. Intégrer à la formation professionnelle,  technique, universitaire et continue les programmes et les connaissances  nécessaires à la transition climatique - Bois","2023-2028","FECC","2023-2024","dépenses réelles",650000
2041.0207,"2.4.1.2d. Intégrer à la formation professionnelle,  technique, universitaire et continue les programmes et les connaissances  nécessaires à la transition climatique - Bois","2023-2028","FECC","2023-2024","dépenses prévues",1850000
2041.0207,"2.4.1.2d. Intégrer à la formation professionnelle,  technique, universitaire et continue les programmes et les connaissances  nécessaires à la transition climatique - Bois","2023-2028","FECC","2024-2025","dépenses prévues",1450000
2041.0207,"2.4.1.2d. Intégrer à la formation professionnelle,  technique, universitaire et continue les programmes et les connaissances  nécessaires à la transition climatique - Bois","2023-2028","FECC","2025-2026","dépenses prévues",850000
2041.0207,"2.4.1.2d. Intégrer à la formation professionnelle,  technique, universitaire et continue les programmes et les connaissances  nécessaires à la transition climatique - Bois","2023-2028","FECC","2026-2027","dépenses prévues",550000
2041.0209,"2.4.1.2e. Intégrer à la formation professionnelle,  technique, universitaire et continue les programmes et les connaissances  nécessaires à la transition climatique - Santé","2023-2028","FECC","2023-2024","dépenses réelles",2070813
2041.0209,"2.4.1.2e. Intégrer à la formation professionnelle,  technique, universitaire et continue les programmes et les connaissances  nécessaires à la transition climatique - Santé","2023-2028","FECC","2023-2024","dépenses prévues",800000
2041.0209,"2.4.1.2e. Intégrer à la formation professionnelle,  technique, universitaire et continue les programmes et les connaissances  nécessaires à la transition climatique - Santé","2023-2028","FECC","2024-2025","dépenses prévues",800000
2041.0209,"2.4.1.2e. Intégrer à la formation professionnelle,  technique, universitaire et continue les programmes et les connaissances  nécessaires à la transition climatique - Santé","2023-2028","FECC","2025-2026","dépenses prévues",800000
2041.0209,"2.4.1.2e. Intégrer à la formation professionnelle,  technique, universitaire et continue les programmes et les connaissances  nécessaires à la transition climatique - Santé","2023-2028","FECC","2026-2027","dépenses prévues",800000
2041.0211,"2.4.1.2f. Intégrer à la formation professionnelle, technique, universitaire et continue les programmes et les connaissances nécessaires à la transition climatique . Milieu financier","2023-2028","FECC","2024-2025","dépenses prévues",86000
3011.01,"3.1.1.1. Cartographier et diffuser les risques comme les îlots de chaleur, les pollens allergènes et les zoonoses","2023-2028","FECC","2023-2024","dépenses réelles",820227
3011.01,"3.1.1.1. Cartographier et diffuser les risques comme les îlots de chaleur, les pollens allergènes et les zoonoses","2023-2028","FECC","2023-2024","dépenses prévues",1092845
3011.01,"3.1.1.1. Cartographier et diffuser les risques comme les îlots de chaleur, les pollens allergènes et les zoonoses","2023-2028","FECC","2024-2025","dépenses prévues",3117847
3011.01,"3.1.1.1. Cartographier et diffuser les risques comme les îlots de chaleur, les pollens allergènes et les zoonoses","2023-2028","FECC","2025-2026","dépenses prévues",1380230
3011.01,"3.1.1.1. Cartographier et diffuser les risques comme les îlots de chaleur, les pollens allergènes et les zoonoses","2023-2028","FECC","2026-2027","dépenses prévues",1919185
3011.01,"3.1.1.1. Cartographier et diffuser les risques comme les îlots de chaleur, les pollens allergènes et les zoonoses","2023-2028","FECC","2027-2028","dépenses prévues",1068600
3011.0203,"3.1.1.2b. Soutenir la réalisation d'analyses de risques  et de plans d'adaptation -  santé","2023-2028","FECC","2023-2024","dépenses réelles",3292860
3011.0203,"3.1.1.2b. Soutenir la réalisation d'analyses de risques  et de plans d'adaptation -  santé","2023-2028","FECC","2023-2024","dépenses prévues",3504263
3011.0203,"3.1.1.2b. Soutenir la réalisation d'analyses de risques  et de plans d'adaptation -  santé","2023-2028","FECC","2024-2025","dépenses prévues",2380742
3011.0203,"3.1.1.2b. Soutenir la réalisation d'analyses de risques  et de plans d'adaptation -  santé","2023-2028","FECC","2025-2026","dépenses prévues",1502871
3011.0203,"3.1.1.2b. Soutenir la réalisation d'analyses de risques  et de plans d'adaptation -  santé","2023-2028","FECC","2026-2027","dépenses prévues",344477
3011.0203,"3.1.1.2b. Soutenir la réalisation d'analyses de risques  et de plans d'adaptation -  santé","2023-2028","FECC","2027-2028","dépenses prévues",404400
3011.0205,"3.1.1.2c. Soutenir la réalisation d'analyses de risques  et de plans d'adaptation - Protection des sources d'eau potable","2023-2028","FECC","2023-2024","dépenses réelles",46600
3011.0205,"3.1.1.2c. Soutenir la réalisation d'analyses de risques  et de plans d'adaptation - Protection des sources d'eau potable","2023-2028","FECC","2023-2024","dépenses prévues",200000
3011.0205,"3.1.1.2c. Soutenir la réalisation d'analyses de risques  et de plans d'adaptation - Protection des sources d'eau potable","2023-2028","FECC","2024-2025","dépenses prévues",200000
3011.0205,"3.1.1.2c. Soutenir la réalisation d'analyses de risques  et de plans d'adaptation - Protection des sources d'eau potable","2023-2028","FECC","2025-2026","dépenses prévues",200000
3011.0205,"3.1.1.2c. Soutenir la réalisation d'analyses de risques  et de plans d'adaptation - Protection des sources d'eau potable","2023-2028","FECC","2026-2027","dépenses prévues",150000
3011.0301,"3.1.1.3a. Implanter des mesures d’adaptation comme  le verdissement - Programme de prévention et de réduction des risques liés aux changements climatiques par le verdissement","2023-2028","FECC","2023-2024","dépenses réelles",1324073
3011.0301,"3.1.1.3a. Implanter des mesures d’adaptation comme  le verdissement - Programme de prévention et de réduction des risques liés aux changements climatiques par le verdissement","2023-2028","FECC","2023-2024","dépenses prévues",27667833
3011.0301,"3.1.1.3a. Implanter des mesures d’adaptation comme  le verdissement - Programme de prévention et de réduction des risques liés aux changements climatiques par le verdissement","2023-2028","FECC","2024-2025","dépenses prévues",28497000
3011.0301,"3.1.1.3a. Implanter des mesures d’adaptation comme  le verdissement - Programme de prévention et de réduction des risques liés aux changements climatiques par le verdissement","2023-2028","FECC","2025-2026","dépenses prévues",27709400
3011.0301,"3.1.1.3a. Implanter des mesures d’adaptation comme  le verdissement - Programme de prévention et de réduction des risques liés aux changements climatiques par le verdissement","2023-2028","FECC","2026-2027","dépenses prévues",22111100
3011.0301,"3.1.1.3a. Implanter des mesures d’adaptation comme  le verdissement - Programme de prévention et de réduction des risques liés aux changements climatiques par le verdissement","2023-2028","FECC","2027-2028","dépenses prévues",6416667
3011.0303,"3.1.1.3b. Implanter des mesures d’adaptation comme  le verdissement - Développement d'outils, de normes","2023-2028","FECC","2023-2024","dépenses réelles",280399
3011.0303,"3.1.1.3b. Implanter des mesures d’adaptation comme  le verdissement - Développement d'outils, de normes","2023-2028","FECC","2023-2024","dépenses prévues",431432
3011.0303,"3.1.1.3b. Implanter des mesures d’adaptation comme  le verdissement - Développement d'outils, de normes","2023-2028","FECC","2024-2025","dépenses prévues",773432
3011.0303,"3.1.1.3b. Implanter des mesures d’adaptation comme  le verdissement - Développement d'outils, de normes","2023-2028","FECC","2025-2026","dépenses prévues",708432
3011.0303,"3.1.1.3b. Implanter des mesures d’adaptation comme  le verdissement - Développement d'outils, de normes","2023-2028","FECC","2026-2027","dépenses prévues",500000
3011.0305,"3.1.1.3c. Implanter des mesures d’adaptation comme le verdissement . Élaborer et implanter des mesures de lutte contre les pollens allergènes","2023-2028","FECC","2023-2024","dépenses réelles",409935
3011.0305,"3.1.1.3c. Implanter des mesures d’adaptation comme le verdissement . Élaborer et implanter des mesures de lutte contre les pollens allergènes","2023-2028","FECC","2023-2024","dépenses prévues",281958
3011.0305,"3.1.1.3c. Implanter des mesures d’adaptation comme le verdissement . Élaborer et implanter des mesures de lutte contre les pollens allergènes","2023-2028","FECC","2024-2025","dépenses prévues",269949
3011.0305,"3.1.1.3c. Implanter des mesures d’adaptation comme le verdissement . Élaborer et implanter des mesures de lutte contre les pollens allergènes","2023-2028","FECC","2025-2026","dépenses prévues",108164
3011.0305,"3.1.1.3c. Implanter des mesures d’adaptation comme le verdissement . Élaborer et implanter des mesures de lutte contre les pollens allergènes","2023-2028","FECC","2026-2027","dépenses prévues",113242
3011.0307,"3.1.1.3d. Implanter des mesures d’adaptation comme  le verdissement - Déployer à l'échelle du Québec un système d'alertes téléphoniques automatisé pour la chaleur, le smog et le pollen","2023-2028","FECC","2023-2024","dépenses réelles",326027
3011.0307,"3.1.1.3d. Implanter des mesures d’adaptation comme  le verdissement - Déployer à l'échelle du Québec un système d'alertes téléphoniques automatisé pour la chaleur, le smog et le pollen","2023-2028","FECC","2023-2024","dépenses prévues",558716
3011.0307,"3.1.1.3d. Implanter des mesures d’adaptation comme  le verdissement - Déployer à l'échelle du Québec un système d'alertes téléphoniques automatisé pour la chaleur, le smog et le pollen","2023-2028","FECC","2024-2025","dépenses prévues",370512
3011.0307,"3.1.1.3d. Implanter des mesures d’adaptation comme  le verdissement - Déployer à l'échelle du Québec un système d'alertes téléphoniques automatisé pour la chaleur, le smog et le pollen","2023-2028","FECC","2025-2026","dépenses prévues",282204
3011.0307,"3.1.1.3d. Implanter des mesures d’adaptation comme  le verdissement - Déployer à l'échelle du Québec un système d'alertes téléphoniques automatisé pour la chaleur, le smog et le pollen","2023-2028","FECC","2026-2027","dépenses prévues",109109
3012.01,"3.1.2.1. Contribuer à cartographier les zones inondables en climat futur","2023-2028","HORSFECC","2023-2024","dépenses réelles",2609052
3012.02,"3.1.2.2. Planifier et implanter des solutions d’adaptation face aux inondations","2023-2028","HORSFECC","2023-2024","dépenses réelles",736987
3012.02,"3.1.2.2. Planifier et implanter des solutions d’adaptation face aux inondations","2023-2028","HORSFECC","2023-2024","dépenses prévues",76300000
3012.02,"3.1.2.2. Planifier et implanter des solutions d’adaptation face aux inondations","2023-2028","HORSFECC","2024-2025","dépenses prévues",74500000
3012.02,"3.1.2.2. Planifier et implanter des solutions d’adaptation face aux inondations","2023-2028","HORSFECC","2025-2026","dépenses prévues",57300000
